Taxa	SY	DF	DM	BM	HI	PH	SF	SW	LG
26	CDBN_027_H9659_41_3	117.58337018505	-3.65164516490228	-7.02958030949308	NA	20.4332422622972	-3.15602884338021	-2.57468070075416	62.6185726254441	-0.537249658509947
27	CDBN_028_H9673_87	189.498428575991	-8.36000187857841	-2.57606673801897	-1575.80204795595	10.0541287112532	-6.97071300837912	4.80132442650059	230.104982522676	-1.11481469286924
28	CDBN_030_IS_4905_B	763.670617801835	-6.71828210343259	-6.987941415689	-242.188650939848	18.0966588742784	NA	0.96227112201324	29.9170261780013	0.86132858633797
29	CDBN_031_IS_4907_Ba	148.51943648376	-6.44911387440435	-10.1574425480298	-1061.46612415239	7.76108914064334	NA	-5.3926227056522	162.82741145518	-0.463410303315503
30	CDBN_032_IS_4914_B	124.958898803638	-7.32029627342509	-10.2477151297285	-669.872847912922	12.5230113035561	NA	-2.94753030092268	136.284288118218	-1.00985534566377
31	CDBN_033_IS_4923_B	577.445399684872	-3.04924437981762	-3.83059530912485	NA	16.6404315800256	NA	-1.42215713411971	51.8354466233648	-0.274021677064209
32	CDBN_034_IS_4924_B	503.707920978384	-8.17790764371669	-11.7670994223668	-1000.50419568226	16.9521554322674	NA	-2.3395240317951	151.163145760315	0.52363315661593
33	CDBN_035_ISB_1145	-188.112921211934	-9.59224681514367	-3.88870823807072	-1807.42855320058	11.6273466007549	-4.63293883878688	5.04849202406777	148.238899316322	-1.33262931670065
34	CDBN_036_ISB_1252	329.442414096627	-11.0704760389449	-9.68791520668552	-1148.48227753273	8.73403705561472	-3.27135660311977	0.587003026846866	278.456803545417	-1.25667027994961
35	CDBN_037_ISB_1256	426.949706662268	-7.79149160120416	-3.74086971240203	-791.366879722526	15.4928553868935	-3.62155036170884	2.53532458751827	178.618138800048	-0.860030619894495
36	CDBN_038_ISB_1614	74.8793184321378	-9.31634387162574	-10.6160272214638	-200.510764682308	14.5835011048707	-1.98769774890982	-3.27376069535596	234.783836995766	-1.83939106585616
37	CDBN_039_ISB_1814	721.329735847482	-7.00373530098713	-6.74084935986016	-641.860541571932	8.57376684269286	-1.22100586078692	-0.677831340048417	185.063729895795	-0.223863793687917
38	CDBN_040_ISB_2001	272.338683638683	NA	-12.2819305719395	-1251.56609955305	8.88593102296749	-10.4509471368238	NA	92.3401779012353	NA
39	CDBN_041_ISB_23	558.163328853366	-9.15796791841439	-9.2416306487207	-216.673828775079	14.7751658735902	NA	-0.0813131020904872	141.921765344492	-0.614885967171869
40	CDBN_042_ISB_254_1	793.789982562877	-10.1826720272683	-14.0940769441719	-644.466367935729	15.8078756462604	NA	-4.85862950992639	200.780177996686	0.31815622240689
41	CDBN_043_ISB_254_4	282.704682054883	-3.67833173372168	-8.56171446915363	-1446.93822121843	11.4329081259488	NA	-5.26525749243219	60.8784142285563	-0.248585116293868
42	CDBN_044_ISB_2598	467.2807986695	-8.65787594697439	-13.1686570087504	-757.335050262428	9.70167378987598	-1.01355406243545	-5.35914691167732	228.297053741554	-0.84280001601224
43	CDBN_045_ISB_486	223.969632050382	-1.05756975290456	-3.8022188722747	-1104.27363035416	18.8401645557365	1.0677161984502	-2.79641007394967	43.2431675864919	-0.469829608494501
44	CDBN_046_ISB_5172	890.207969336503	-8.55472105138752	-9.37989875265288	NA	13.5995708597819	1.62818432865916	-2.02581319939815	184.861804637521	-0.697010226902326
45	CDBN_047_ISB_565	193.302770330992	-3.70630770160463	-7.03641492797054	NA	NA	-6.28724858134918	-3.03523627151306	13.5637525042545	-0.921877316647707
46	CDBN_048_ISB_5893	223.07117189281	-7.00293383758282	-2.69548430347943	NA	9.21582051322714	NA	0.715605973837496	138.006286486316	-1.35901851369167
47	CDBN_049_UNS_117	-46.4483061907381	-5.43101903246291	-5.19060159373331	-853.619657879443	13.3750475514714	4.17421065454997	0.279901913131295	108.89473781766	0.292038482416222
48	CDBN_050_Aurora	411.419170955709	-2.10301531561361	-4.82061095473607	-1042.09530661949	18.1940738433637	-1.0947956022911	-2.67780099373894	36.0521929759394	-0.129227173900102
49	CDBN_051_AC_Calmont	338.694435088497	-4.01055090009422	-3.13444323203543	NA	5.88003145830042	NA	3.02363665053664	-13.8082967393422	0.00748881924764093
50	CDBN_052_Canario707	448.223861226358	-6.85649010279663	-8.97965719519095	-1820.54189145223	14.2016200572096	-5.45160625440698	-2.14174883800307	158.654322262736	0.675893938287299
51	CDBN_053_UI320	245.135390276787	-1.50603824349625	-2.30040679971643	-1717.66014579029	11.5376466556547	0.986082910267073	1.59014422701087	26.1185319224257	0.167464781105564
52	CDBN_054_23ST_27	0	0	0	0	0	0	0	0	NA
53	CDBN_055_IP09_3	195.213056046149	-6.05491460338608	-5.20091407138251	-1154.25303462287	10.8272171492472	-5.72430675682595	0.67247007177496	-0.802354067602265	0.489115935144953
54	CDBN_056_Jet_Black	1025.69101369735	-4.94766742823036	-2.85867165480324	-440.000907551982	12.5636731640263	0.136674626442354	0.746963814665685	89.7295521647509	0.509249138865501
55	CDBN_057_Linden	-25.6007325940275	-8.27450065692155	-3.91721597635948	NA	NA	2.29443647326505	2.65277026637146	183.227096833931	NA
56	CDBN_058_Rio_Rojo	238.462216345944	-5.7051643510701	-6.31474306868314	-1070.04207798065	11.815729462731	NA	-0.965868806124424	2.7852918656035	0.172356460697812
57	CDBN_059_SF103_8	740.441434762075	-7.82035321266786	-10.8990178156858	-1117.18408437334	19.0871760599808	-10.4707657109933	-2.51669643882548	165.552210585139	0.49459901609285
58	CDBN_060_Talon	71.2013131823171	-11.5158098810671	-10.4890522500185	-1658.1152122128	21.9675050654355	-7.33175697455404	-0.0646265400781484	222.384353253301	-1.31908431019775
59	CDBN_061_Yeti	475.963306315915	-4.73347093063542	-1.70375988738029	-890.69234613876	17.5328496953768	-5.398515984614	3.77012200000951	81.5163988062982	-0.648137032951037
60	CDBN_062_Fathom	371.523375755912	-7.1348194712542	-11.0973626074247	-547.476849331299	15.4006402133876	NA	-4.60936169507791	123.09631765469	0.614023535382895
61	CDBN_063_OAC_Inferno	613.732013617156	-8.35532007320809	-8.84869411700907	-404.851663235309	7.61932994102206	-1.05475806656202	-0.363667054995246	173.837398708024	0.538668934645268
62	CDBN_064_Rexeter	223.51160321667	-7.31720414957102	-5.43881787582206	106.980595483457	9.86510618664791	-0.630731008143006	2.00635044509267	22.5119656675596	-0.55095468159558
63	CDBN_065_UI465	243.028327067329	-6.52885579418347	-4.87156565602322	-1890.44982599729	15.522186014607	-6.30219475896816	1.49344015461104	21.1805228809584	-0.0970730315509527
64	CDBN_066_Bellagio	224.168156675614	-6.52257312987232	-7.50927840959919	-153.631347568318	8.5620534123798	-6.42020985842782	-1.09064347397747	179.165990906151	1.8394277481302
65	CDBN_067_ElDorado	439.903749674879	-2.35145646531854	-2.80841828303532	-902.174028986225	13.2037357781304	NA	-1.837880636301	104.232826143241	0.286430049574488
66	CDBN_068_Gypsy_Rose	429.119146528057	-8.45125970259543	-9.78927490753586	-768.84370786777	13.75932108449	-6.09856777835657	-1.83424722091766	-11.8810087704902	1.18534597922489
67	CDBN_069_Powderhorn	562.357024185611	-9.05805211722365	-13.7051063275593	-315.178699233944	14.0119593028834	-7.82441106720342	-4.41031699921046	189.926622069118	-0.279481362251309
68	CDBN_070_R12859	135.36033964283	-6.27639742751812	-5.62094630619565	-721.745929704661	11.6528563537667	NA	-0.0834394872034087	23.1497043871956	0.598425155565176
69	CDBN_071_Snowdon	669.662738305371	-5.51151302355808	-8.77648953441494	-1591.5389144728	21.488474267827	-4.36394175579964	-2.37389142065832	158.969980354059	0.579530662007193
70	CDBN_072_ISB_672	371.734259711271	-12.0270693344472	-16.0070819476088	51.2815143546889	14.5685457727459	-5.49454639514685	-4.16031629175301	187.235784165264	0.894174622381019
71	CDBN_073_ISB_721	340.225860824334	-8.26206213080635	-13.962884382282	-1141.82995635183	14.4151484493757	NA	-6.69448353566755	150.803195727319	NA
72	CDBN_074_ISB_782	459.163767412904	-3.99045271557696	-6.80477107960159	-694.171820101751	5.46356093661606	NA	-2.50579881385571	31.917916014985	-0.396760575789818
73	CDBN_075_ISB_782_1	504.173148741137	-8.4012367962884	-7.12272950459824	-499.681941317896	9.99674152859641	NA	1.08941952179454	156.993515263076	-0.379549640090591
74	CDBN_076_LB_4813_B	221.779555310871	-7.73733648882435	-11.5258900130811	-1218.50029338947	12.4656693536978	NA	-2.68462460656563	154.341805748517	0.452144481659149
75	CDBN_077_LB_4815_B	494.198885303821	-8.29117980183442	-6.97944141130567	-1655.09413758166	11.2671431770745	NA	1.22649706933203	156.337384258108	0.404083924010463
76	CDBN_078_Mogul	450.71902886861	-11.063568606404	-15.7097514735681	-1837.83608475074	13.8636559170936	-9.97260950243774	-5.24689883962642	163.712108203486	0.688897046203422
77	CDBN_079_Nichols	40.3129704247547	-4.00410583651321	-3.49899321632525	NA	10.1904927775628	4.49849834404198	0.480376067219893	198.707198462603	0.12988954544154
78	CDBN_080_Panther	243.03310070973	-8.10174273627894	-10.1341938283231	-1656.93538984886	17.8944198210378	NA	-2.96205332111831	163.966617862239	-0.352883264074857
79	CDBN_081_Sprint	699.328606097507	-4.30960487828515	-7.47405458350485	-1504.20114125499	23.8646879548082	-5.23429239312155	-3.70539139976199	67.0063966380379	-0.236244719771122
80	CDBN_082_UIP7_24P_1P	673.127478002346	-9.04518178260806	-14.2954355822928	-1250.85982828882	4.35419909807845	-5.9750492099961	-2.00462835402312	100.627431409383	0.871507841601487
81	CDBN_083_USPT_11_9	-23.1129503313914	-6.11870321474284	-7.09545142317173	-917.986936548509	17.3356253726534	-7.64386738235972	-2.02339315632558	7.0758717869981	-0.643701447265342
82	CDBN_084_USPT_7_3	648.363086080489	NA	-6.50843470447411	NA	21.9738166319897	NA	NA	92.5104469897587	NA
83	CDBN_085_USPT_9_18	186.223492429975	-8.19824346765761	-6.57606614266488	-1427.21926814141	11.366864639095	-2.50039537261665	-0.171578342550502	165.865950051843	-0.65072482042945
84	CDBN_086_USWA_11	372.876166766776	-10.8649115919532	-17.2352624387913	-2108.75865971611	15.3631554491892	3.19163573466658	-6.3883145080419	163.13746187655	-0.38093760164352
85	CDBN_087_USWA_70	311.281389304996	-12.1491625963016	-12.6078745416932	NA	26.5167411143789	-14.2524890391479	1.30422046535646	143.218649888493	-0.54771642944228
86	CDBN_088_USWA_75	505.95988755822	-7.44393987905914	-6.0465703022865	NA	NA	-8.69831441642988	0.844089790513512	64.5894054454986	-0.517822058482325
87	CDBN_089_Claret	183.582251915881	-8.45286997476095	-9.56388368043525	NA	18.7407702279514	NA	-1.47636307610642	183.263529816703	-0.360986284107804
88	CDBN_090_Redkloud	436.265288510459	-5.91905801410913	-8.05161161675184	-3355.32002968379	4.58561346195763	-5.86323837818873	-2.74295257900232	145.245346326998	-0.827224146053362
89	CDBN_091_1062_V98	384.897772641689	-9.87807204079169	-10.9865127424632	-1274.61640512495	15.0844417204195	NA	-0.537985235881091	8.84149137543407	0.625978613870678
90	CDBN_092_1132_V96	18.3540339555581	-8.94282649700711	-13.2489991359919	-1126.53183261	12.5197193846591	-8.13239236422112	-4.89241108196601	158.539508837272	-1.18747671880278
91	CDBN_093_Isles	548.757359217123	-6.2491445549092	-10.7570944232089	-1698.13731436192	23.9079239269299	NA	-4.22276281501281	201.310004233336	0.577762731041238
92	CDBN_094_UCD_9830	358.521760534423	-8.76439376900819	-6.58762358636321	-1047.80938292627	9.71534477986671	-1.94207201032094	1.75554678626408	43.2972561951619	-0.377399524328392
93	CDBN_095_Othello	597.049093157821	-10.4411577113696	-13.308394551196	-588.861111126598	14.0391027140182	-5.16286438467107	-3.02011144865555	187.477635126754	0.618648626666505
94	CDBN_096_Hungerford	991.215761577612	-7.62254962999946	-1.21168147300798	7.85801232333859	7.44960869653814	-0.695374809679295	4.54786627850667	212.669040693862	0.00363953992768024
95	CDBN_097_Gryphon	276.960055649755	-7.11395269318574	-5.73813596844782	NA	NA	0.0854671933038839	1.00874981547896	212.946329846973	0.0527264800397001
96	CDBN_098_OAC_Thunder	-64.0551972380679	-9.73298373450448	-7.08421240712892	-1447.91912012421	8.96074483565845	-5.2312348044678	0.963898180118625	236.611748611098	-0.431841294861682
97	CDBN_099_4533	11.8524081405603	-9.99568643984801	-4.77544602578784	NA	11.6710868626493	-4.95939650161091	4.23376862708089	177.293772563732	0.317073948932474
98	CDBN_100_6123	220.235121651163	-6.83316138123684	-13.9521828197548	NA	13.0743130063328	-10.233076286708	-7.2191096946228	158.310319086251	NA
99	CDBN_101_79146	91.8929645885575	-6.8120994075786	-11.5792226718549	NA	NA	NA	-5.66069913156089	192.210590681044	NA
100	CDBN_102_83B16	286.990249417027	-6.8076274496263	-5.1151202115482	NA	NA	-13.3043202255168	-1.63765907434175	184.489370091068	NA
101	CDBN_103_CO_12601	311.613533636791	-2.54769917267106	-1.3242098662198	NA	10.0719577990216	NA	1.90790977513699	13.9037920901675	NA
102	CDBN_104_D76125	559.245677763874	-9.15091482160387	-9.33786225256944	NA	7.92595006095315	NA	-0.0318983894679828	135.510141269277	NA
103	CDBN_105_D77135B	199.029817190896	-5.01196218192365	-5.99482399648886	NA	15.5101729181318	2.48296341114354	-1.08354402803004	38.9577112363322	1.10775812354594
104	CDBN_106_D77196	-70.3208580406055	-5.37520516309054	3.15533449016183	NA	5.40002946161895	-14.6120708080522	7.4258743838806	199.569566578408	-0.872349033244117
105	CDBN_107_D79054	-63.7770153345685	-8.81858164344421	-3.01865263836613	NA	3.09533343681065	-8.94625819086047	3.71560570565143	164.504182314234	NA
106	CDBN_108_GH760	435.983166894703	-6.72250124634199	-9.63980443219696	NA	9.54945885463105	-7.85877620568643	-2.46247063221391	167.050952411296	-1.24384580458847
107	CDBN_109_ISB_1	449.29401000549	-5.4343185918667	-5.5727693841569	NA	2.92041314813053	-7.58445870156787	-0.828287477353141	30.4261529076049	-0.581483752316852
108	CDBN_110_ISB_459	302.968291213439	-6.59205218288295	-1.4564713418997	NA	7.41573511392627	NA	2.23159528535059	198.150754019988	-0.430794174933336
109	CDBN_111_ISB_730	112.167165822766	-6.16063394633484	-3.53421612319037	NA	13.9932167183676	8.3570093036344	-0.171340434090962	180.959125109448	0.220340752157967
110	CDBN_112_MRK44	483.016150121139	-6.57110357369628	-7.65673142625982	-1544.66668874177	10.1757547964383	-6.54762319249534	0.239315267999749	134.606515122975	0.0486954826679589
111	CDBN_113_N81017	855.295977085083	-7.79469451966342	-11.6616491108142	NA	6.33968299190153	-4.89012674855422	-4.13975487718127	166.127723133068	-0.311843076763535
112	CDBN_115_AC_Skipper	263.84762128679	-4.51898096680576	-9.99767989189169	-1616.93652854439	11.0286155305355	NA	-5.13467348235979	42.2793802226011	-0.649056512651616
113	CDBN_116_AC_Trident	-63.9658399215596	-6.34646582865768	-9.65737703962565	-933.586846383616	10.2240769022405	-5.92692420981022	1.14288941228821	-39.4155486483212	NA
114	CDBN_117_Agate	654.035104016916	-9.92135388261718	-12.1190225769421	NA	13.5130436436399	NA	-2.34690445670596	126.059209629184	0.55825039853844
115	CDBN_118_Amber	777.829466453384	-3.3740788055975	-4.46868561076303	NA	13.3018445716671	NA	-0.0778051610770888	45.752359419967	0.945280406843703
116	CDBN_120_CO_33142	409.197028352731	-3.49350694146776	-6.58449838819577	-961.039299829663	21.1744876740391	NA	-3.07698293451088	43.2016245030892	NA
117	CDBN_121_Comet	-35.7148685693865	-12.3042067762154	-15.4685842286364	NA	NA	-14.7501601653537	-2.94261459820526	108.169018619586	-0.898085729923243
118	CDBN_122_Ebony	79.1819541950202	-1.45068190673997	-5.38778131669437	NA	17.0884702291402	NA	-3.91875129397262	37.2330369044836	0.522887217290427
119	CDBN_123_Fiero	275.812459004811	-7.45920294780237	-8.99236994405518	-1737.70963538751	7.88719921523695	NA	0.523636363300685	165.720162186273	-0.0528146342647071
120	CDBN_124_Fleetside	552.900446674182	-5.74878603454444	-6.78333941943402	-553.653999772127	9.28281267859919	3.54172920659921	0.0146868802389764	127.353023792216	0.572661521935011
121	CDBN_125_H9659_21_1	382.584646513059	-6.03335791355978	-8.93022794731373	NA	10.7364335061251	-4.03389817641197	-0.836071135782131	133.904383784623	-0.580272176441351
122	CDBN_126_H9659_23_1	587.615185421104	-4.96012682071638	-5.25852447643445	NA	NA	2.63985853727643	-1.4331672159105	-14.5194049437309	-0.664597094898607
123	CDBN_127_H9659_37_2	163.6267592749	-0.768712203724257	-7.35576353986176	-1968.54449470171	12.6888938862338	NA	-1.97636308654675	24.4909568643659	0.285769710957908
124	CDBN_128_L94C356	-51.7991272469387	-9.41392485816051	-7.74021904907872	-665.024580794469	9.94240710685158	-4.04243253435263	0.628942864116318	161.444020473047	-1.13730178324913
125	CDBN_129_L95F025	379.177200492853	-6.53664211792365	-5.44990960371535	NA	12.5128829519541	-7.77088604398691	0.848222372608869	15.2828860731263	0.125029950053792
126	CDBN_130_Monument	674.819927990791	-8.2214209301108	-10.5768984098112	NA	4.3691813223641	0.494975659585251	-2.44257762327312	132.468415738656	NA
127	CDBN_131_Opal	588.488150002366	-3.53590464667686	-8.94956303606343	NA	16.4129943433811	NA	-5.25651733638025	36.2554391472373	-0.127053559757461
128	CDBN_132_Pulsar	506.633797152685	-5.45079684486232	-9.90440443417685	NA	11.7082358808341	8.8238592313974	-4.30977099712214	146.704205948383	0.192235982830037
129	CDBN_133_RS101	540.952382207635	-8.69474755727121	-8.827257124662	-2090.38623876379	13.0249214314987	-6.87554072966584	-0.798933301245341	71.0807056171831	0.273642725315154
130	CDBN_134_Shetland	-434.54740351349	-11.0195157927946	-8.1238358491214	-1539.70934107943	17.0712634748261	-4.90404450065978	2.5973482909933	31.2714549114232	-0.523985380304249
131	CDBN_135_Spinel	197.929773502939	-6.4310222221053	-9.75227775226558	NA	17.6740095066162	NA	-4.12146453663436	124.620379406625	NA
132	CDBN_136_UI137	401.00755010167	-4.62506773840677	-5.7221719028436	-1003.27597211345	10.720360761425	3.97831415224858	-1.36948489634977	166.040201935849	0.403988608514714
133	CDBN_137_UI36	532.095544913638	-8.3785111674403	-10.6446303191647	NA	18.992628310242	-7.15516081905045	-2.40467160525348	138.24919994849	-0.747940531259918
134	CDBN_138_USBK_CBB_5	328.228882284173	-7.08634442251296	-6.42446666571087	-1086.30073270066	11.1321219842576	-2.64275835015836	-0.0434545315409718	317.456788301827	-1.11284679840211
135	CDBN_139_USPK_7_4	425.227486238096	-6.19486937686049	-6.42658175388154	-1757.80971179425	10.9797614344111	-2.58420012891657	-1.30274637340531	28.4167043064283	-0.409843833158988
136	CDBN_141_USPT_8_15	766.11982432645	-6.68828553005686	-8.70721072329868	-35.8263114592056	18.5142896401847	-7.20738806626383	-3.64796632853783	173.130600500449	0.221961774989369
137	CDBN_142_USPT_8_6	408.680378123362	-7.32289738087443	-7.632599246872	-1002.84300156025	12.7094859347836	-2.57577084120459	-2.02581348638167	194.764875950345	-0.30937734488132
138	CDBN_143_USPT_9_6	84.3673828394871	-6.93969848278605	-6.61564295332271	188.367865974946	6.79469509751116	-7.2615635647232	-0.276782119208934	12.5586463050991	-0.708862917195777
139	CDBN_144_USWA_20	45.0996727561356	-6.28906755696679	-6.75795156219593	-2168.86171826551	12.7871831839669	NA	3.52363636252088	43.9564374303042	NA
140	CDBN_145_C_20	-35.7835471459945	-7.44710626258098	-8.56054274404954	NA	8.43089086865522	NA	-1.55026024523961	5.02443932027723	0.717001178774958
141	CDBN_146_Fleetwood	80.6949702560577	-6.71367741633293	-3.8697736029955	-1011.57997922338	12.5867276404877	2.71680049635144	2.84657497168359	32.129242561344	-0.175937592516867
142	CDBN_147_USWA_50	600.541043965987	-10.170117822319	-10.574283901154	NA	13.617069552036	NA	-1.84976432946743	123.066589625706	1.54507020865762
143	CDBN_148_Valley	368.14496443459	-7.08637311667702	-8.00892555544946	NA	16.8705968038048	NA	-0.27754715848573	21.8862252921674	NA
144	CDBN_149_WYO166	424.829259280394	-7.54137846462412	-11.7575423479597	NA	8.22749948557361	NA	-4.35069566417837	152.038889375782	NA
145	CDBN_150_WYO167	512.654817274313	-6.83047498324654	-6.58638967261964	NA	16.045786450201	-0.273429533395515	0.180973430698639	18.4775975031631	-0.331961910938864
146	CDBN_151_Zircon	302.742660241188	-7.34607849401181	-7.46526111295727	NA	16.6102260793561	NA	-0.200596242333317	133.209269585745	-0.520541044746634
147	CDBN_152_Isabella	407.503969824359	-8.83006754457738	-10.434457709231	NA	10.0473430744641	NA	-1.83940259383984	162.338348583126	NA
148	CDBN_153_Sacramento	409.56429079595	-6.67376917702452	-9.86974467122848	-2646.17516396439	10.187120372356	-8.12378451648217	-3.11097652517852	132.3700836673	0.0629914672609927
149	CDBN_154_AC_Elk	521.516381710305	-8.79839610915268	-12.8524999585912	-587.686390510177	8.01559892002321	1.46542620670926	-3.80072081639678	165.256681716727	0.90737855440036
150	CDBN_155_Alpine	366.550523734852	-4.89634323529544	-7.07063882139288	-1504.04946203611	10.3370540631528	NA	-1.72381543271577	147.459408957268	-0.853510529256208
151	CDBN_156_K42	369.670670040928	-8.11950204908548	-11.24129532988	NA	3.94149769313558	NA	-2.94022110772039	181.08283532358	-1.26021921621172
152	CDBN_157_Lisa	434.170080119491	-8.71882529606098	-10.5828472462532	-1586.62013540003	4.46038087369338	-0.494852922983952	-1.7436283080152	154.390536803126	NA
153	CDBN_158_SilverCloud	152.018379852815	-6.65353517779743	-4.3347414545224	-71.402476882204	8.11244475948946	-4.27508451819354	3.06271657057209	44.0349058245612	0.561080429844909
154	CDBN_159_Beluga	450.422536054257	-5.75976854768462	-8.74268074799544	NA	16.8513316631932	NA	-2.99867104220236	132.287791166857	-0.0675079770539569
155	CDBN_160_NY_105	264.448866654215	-5.55835310617305	-9.05752069900905	-951.187798051354	11.1004646552285	-3.25816014222408	-3.58015745285921	63.1100834156103	-0.148101553572058
156	CDBN_161_Rosie	550.321208054269	-8.09962094918409	-7.6187324043375	-1190.75067275939	17.08294099498	-3.18676175146293	0.631592374958099	173.334298458783	0.301233869018175
157	CDBN_162_RoyalRed	158.845603991435	-5.34525300477588	-4.37079380526517	NA	3.59193398479702	NA	1.23340546191294	35.7218492876049	0.315750635515803
158	CDBN_163_Capri	-10.8184418338378	-7.64919415444191	-3.42688151446443	-1183.19667368049	8.09119589978715	-1.35974638924269	4.12450615084117	246.046356594295	0.0809142368958206
159	CDBN_164_Hooter	422.046008586609	-8.06387201310745	-12.4416517400166	-724.024795246508	18.1207610183774	3.10671245219829	-4.55855615360892	128.363704851949	-0.518985461034501
160	CDBN_165_Redhawk	449.739541693121	-8.51409339158372	-8.88237848952224	-1139.76637047237	5.6213998047613	-4.77892333017206	-0.122070665716346	228.718590063929	0.232606165646101
161	CDBN_166_RedKanner	712.895520925787	-5.26316217335837	-7.26865990259348	NA	23.8891435943256	0.504635240224458	-1.35967401267487	58.4191618548768	-0.27133086430955
162	CDBN_167_UCD_0801	138.701299264238	-6.14756663987826	-5.46211404698425	-1483.46412276505	7.73811911464559	-4.81691774911975	1.27391375270396	39.9744389483235	-0.271482103163722
163	CDBN_168_Blush	575.963515714515	-8.1021503694025	-8.79395314277376	-1388.13500692711	15.3257338545068	-5.78657757735403	-0.793830107281855	168.577473233932	0.914092326879209
164	CDBN_169_Hyden	729.437300185958	-7.12280706775378	-11.3764092982462	NA	16.2379012008996	-2.70464000758932	-3.85981479488718	146.989337258103	-0.787596353921955
165	CDBN_170_Cardinal	13.3142739749938	-6.17345893352569	-8.83052446690153	NA	NA	-9.25594302624935	-1.98128817953475	30.8637110807985	NA
