Taxa	GHmode	Det_scr	Earliest_Year_CDBN	BM	BR	CB	CM	CT	DF	DM	EV	GH	HB	HI	LG	PH	RR	RU	SA	SF	SW	SY	WM	ZN	SY_rmout	PH_rmout	BR_log	CM_log	EV_log	ZN_log	RR_log	WM_log	SW_log1	SW_log2	SW_log3
CDBN_095_Othello	3	2	1984	-11.2876501722629	-0.175201464986397	0.321655585525286	0.0668452872876902	-0.16691792920874	-3.5236618878038	-7.97508403782277	-0.182565554954948	0.653705000062114	0.290544292822526	6.98942086218397	0.513576870200746	-4.83983409044459	0.353096193533331	3.4022493945434	-0.192412688484087	-4.37941499801105	37.6083658807703	255.552353068387	0.57926880926417	-1.14301680961894	255.552353068387	-4.83983409044459	0	1	0	0	1	1	0	1	0
CDBN_069_Powderhorn	2	2	2014	172.847442048133	NA	-0.125045907179489	NA	NA	-0.7941172117923	-2.27173983146282	0.0222407205528951	-0.0849184928657072	-0.185220931896614	0.916210658557641	-0.577045624471834	4.12482568217693	NA	-1.15997179066079	0.122670980058347	-2.38159044313414	7.51203752036139	336.494386702269	NA	NA	336.494386702269	4.12482568217693	NA	NA	0	NA	NA	NA	0	1	0
CDBN_070_R12859	3	2	2014	59.9175185622521	NA	NA	NA	NA	0.436403343264354	-1.30319274592582	-0.0953505399468993	0.268130959144491	NA	2.22396089627345	-0.365575651946189	4.45784603942938	NA	-0.832164178275373	-0.000750444228253907	-2.48100527634333	0.964269753082376	289.30140543343	NA	NA	289.30140543343	4.45784603942938	NA	NA	0	NA	NA	NA	0	1	0
CDBN_236_Rosetta	2	2	2012	281.733024976859	NA	NA	NA	NA	1.45970351695731	1.6027641716141	0.0707401275151227	0.0790705017935233	NA	2.08039051729915	-0.696311499154764	5.14425147316471	NA	0.48920348383529	0.0717973107860675	-1.28470699101294	-17.5864784774558	263.003874930228	NA	NA	263.003874930228	5.14425147316471	NA	NA	0	NA	NA	NA	0	1	0
CDBN_161_Rosie	1	1	2014	-489.898086750315	NA	NA	NA	NA	-0.944036250413465	2.26046369930735	-0.155831982500174	-1.10085092578174	NA	-5.31446849765822	-0.550809754030248	-2.37151927957129	NA	-1.06686751802908	0.0199045330366904	2.67885702013429	153.19756174434	-444.654024381848	NA	NA	-444.654024381848	-2.37151927957129	NA	NA	0	NA	NA	NA	0	0	1
CDBN_059_SF103_8	3	2	2014	212.874353618983	NA	0.107147172862288	NA	NA	-1.87845875526266	1.27553882018438	-0.0665995350096661	0.229154522027373	-0.11484681201362	2.22594621796226	0.431270452849146	1.75597205958105	NA	1.59144158970816	-0.0690352106484336	1.79031678220148	29.3428995314444	245.1298914071	NA	NA	245.1298914071	1.75597205958105	NA	NA	0	NA	NA	NA	0	1	0
CDBN_071_Snowdon	1	1	2014	-826.685740840138	NA	NA	NA	NA	-3.25170651044204	-3.73567005580578	0.0105819043560652	-1.12972797120901	NA	-3.71584408212996	-1.03305610420093	-3.83705861846214	NA	-0.218757716327624	0.056003719383906	1.55047827737287	232.697730897263	-728.889002557233	NA	NA	-728.889002557233	-3.83705861846214	NA	NA	0	NA	NA	NA	0	0	1
CDBN_310_T_39	3	2	2002	414.89804423619	NA	-0.21634049691191	NA	-0.0328809626713622	4.09577609454839	4.080452921114	0.283024081923178	0.323913052066265	0.316007656326156	-1.7062321782837	0.423169096355983	1.20445603644753	NA	-2.77637991679092	-0.0732807500830538	-0.534331918035768	-143.282708313231	-30.0993272865823	NA	NA	-30.0993272865823	1.20445603644753	NA	NA	1	NA	NA	NA	1	0	0
CDBN_060_Talon	1	1	2014	-582.149113914341	NA	NA	NA	NA	-1.38712794824332	-0.019979217241265	-0.184958111634322	-1.14490899604794	NA	-6.04664623197542	-0.508990550941097	-3.27790265641206	NA	-1.23010210373752	-0.00993335349029437	2.31325771671926	158.11464209624	-661.136603375622	NA	NA	-661.136603375622	-3.27790265641206	NA	NA	0	NA	NA	NA	0	0	1
CDBN_235_UCD_9623	2	2	2014	-341.72239282308	NA	NA	NA	-0.104573991571411	-2.86836299508412	-4.28178223750347	-0.112158418739195	0.228064422838666	NA	3.20459977055362	-0.391308846337443	-0.254498811894764	NA	1.86704802295851	0.124508934528032	-1.15388594841262	15.4244423208664	103.356625619429	NA	-1.80788191038824	103.356625619429	-0.254498811894764	NA	NA	0	0	NA	NA	0	1	0
CDBN_218_UCD_9634	2	2	2012	-152.282161349951	NA	NA	NA	NA	-1.76559946621763	-1.23990536015378	0.00440111260819669	0.269639668197005	NA	1.45641603216679	-0.0871676522567548	1.29916206958309	NA	1.83806901308239	0.043561756269219	0.154662404248047	-10.9853202407044	174.212226526109	NA	-1.78086436201707	174.212226526109	1.29916206958309	NA	NA	0	0	NA	NA	0	1	0
CDBN_343_USPT11_13	3	2	2014	241.849428191138	NA	NA	NA	NA	0.865795718278122	0.703838470918727	-0.14252220707497	0.243659245972483	NA	2.43250151160359	0.123074620579028	2.61840553757618	NA	-2.57830413556859	0.0313160593706737	-1.50844515420785	31.1043966149911	949.203844170172	NA	NA	NA	2.61840553757618	NA	NA	0	NA	NA	NA	0	1	0
CDBN_061_Yeti	1	1	2014	-579.705192797395	NA	NA	NA	NA	-0.951502477570197	1.1914962824118	-0.0754618016146745	-1.08448842145595	NA	-4.01202551577196	-0.605480451992377	-3.93778124098911	NA	-0.945340614517294	-0.0281562415127498	2.65067850668173	174.602814385893	-378.320184020096	NA	NA	-378.320184020096	-3.93778124098911	NA	NA	0	NA	NA	NA	0	0	1
CDBN_052_Canario707	1	1	2013	108.557686746322	NA	NA	NA	0.208912329790066	-0.189356857070928	8.10118748678775	-0.0508052868011727	-0.848616565710106	NA	-3.6403838276049	-0.214892632262688	-1.50844041109797	NA	NA	0.0378094520022501	6.67070751889658	117.318393241274	-300.652328459291	NA	NA	-300.652328459291	-1.50844041109797	NA	NA	0	NA	NA	NA	0	0	1
CDBN_064_Rexeter	2	2	2010	399.863351074407	NA	-0.547830031809708	NA	NA	1.76954445130368	7.14073341497254	0.42089853957913	0.0749679448104254	NA	-1.32576732246242	-0.087460881847426	3.06686712969893	NA	-0.773651253597508	0.0707762855507486	5.00387407277053	-154.390265544231	31.246608473557	NA	NA	31.246608473557	3.06686712969893	NA	NA	1	NA	NA	NA	1	0	0
CDBN_262_GN9_4	2	2	2013	338.65856780142	NA	NA	NA	NA	0.490012944004235	1.01005560378944	0.0300095935906818	0.0579390725354638	NA	-0.615299071685224	-0.29735957384872	4.57644901812201	NA	NA	0.0983140167189931	-0.337505844464356	-0.396872501921161	375.741619334205	NA	NA	375.741619334205	4.57644901812201	NA	NA	0	NA	NA	NA	0	1	0
CDBN_083_USPT_11_9	2	2	2013	204.795145549236	NA	NA	NA	NA	0.560492838384119	-0.902568162122022	-0.109573035831116	0.173020641951914	NA	1.88155721494177	0.0714195407016214	3.51856563302509	NA	NA	0.054487862747991	-1.82474469148703	11.983508103188	585.195488108743	NA	NA	585.195488108743	3.51856563302509	NA	NA	0	NA	NA	NA	0	1	0
CDBN_143_USPT_9_6	2	2	2011	246.503044881928	NA	0.16539450366521	NA	NA	1.64118539351884	1.06508092772409	-0.138152045205808	0.368586124470866	NA	2.434106161492	0.108668013590979	1.19637151514803	NA	-2.37418601581662	0.0612202031566512	-1.2657090983543	15.2374502262718	537.187830696081	NA	NA	537.187830696081	1.19637151514803	NA	NA	0	NA	NA	NA	0	1	0
CDBN_253_Coyne	2	2	2011	169.063999161283	NA	-0.206445784568476	NA	NA	-0.77007726524877	-1.79359911786137	0.0782075563644766	0.386575988036122	NA	0.626224270920411	0.136224235222952	-3.01882116807626	NA	-1.87974426210353	-0.00921366868230755	-1.4836914868824	28.0875378114358	-40.7170568665458	NA	NA	-40.7170568665458	-3.01882116807626	NA	NA	0	NA	NA	NA	0	1	0
CDBN_237_Longs_Peak	2	2	2011	79.2991654116018	NA	-0.0219667566030447	NA	NA	1.00927935320529	0.566188453701987	0.0885595261459857	-0.0350473297187803	NA	-1.02878322083787	-0.539159576841717	4.04037920218681	NA	-1.63621304545439	0.0333414469813509	-1.2273590295369	29.4092096025802	213.461988201139	NA	NA	213.461988201139	4.04037920218681	NA	NA	0	NA	NA	NA	0	1	0
