Taxa	SY	SW	HB	RU	SA	WM	BR	CB	CM	CT	EV	GH	PH	BM	DF	DM	HI	LG	SF
288	CDBN_062_Fathom	-77.7565609090196	-166.777823427932	1.32999999809399	-4.11526840172742e-05	-6.60412042916646e-10	NA	NA	-1.05000000003635	NA	NA	1.99999999889408	1.00125908260407e-10	5.00000000528046	1060.99998297362	-1.81420898705416	5.69784181788553	-1.00000012653164	-0.700000000744607	6.89691042728365
289	CDBN_061_Yeti	-777.257046279348	129.69860499726	NA	-4.50004115266518	0.683477367060529	NA	NA	NA	NA	NA	-1.00000000110591	-1.99999999989988	2.31511589449832	425.999982973623	-1.86864538770064	1.67792626637005	-5.00000012653165	-1.08938375491866	5.31925352993251
290	CDBN_060_Talon	-1145.56019331033	110.081075441163	NA	-4.50004115266518	0.683477367060529	NA	NA	NA	NA	NA	-1.00000000110591	-1.99999999989988	0.334574519246097	-589.00001702636	-2.31759534621742	-0.324103497334285	-4.00000012653164	-0.71438375491866	3.2203042093858
291	CDBN_059_SF103_8	-215.702511712034	-20.4882941096337	0.659999998093845	-4.1152684017563e-05	-6.60412040416615e-10	NA	NA	-3.63396615905926e-11	NA	NA	-1.10591243443247e-09	-0.499999999899876	6.00000000528047	71.9999829736248	-3.02868659971112	1.8361674869547	3.99999987346833	0.0624999992553903	5.19594560524223
292	CDBN_058_Rio_Rojo	-528.862216864358	-79.1792769454338	NA	-4.35052790625098	1.07641488724811	NA	NA	NA	NA	NA	3.25469193523194	-0.364128088387624	4.64318289675286	126.909648439786	0.0759322550942235	-0.0605439529719399	0.295143208608671	-1.31052240180797	-0.167346275542055
293	CDBN_057_Linden	-1158.91012035519	129.42408149696	NA	NA	-0.837287986485398	-1.13617329061778	NA	NA	NA	0.292769801880437	NA	-1.93815748765884	15.3475345904702	NA	0.816091353803343	4.1842290295707	NA	NA	11.3924772304425
294	CDBN_056_Jet_Black	-656.62009716196	-157.604118769192	NA	NA	0.427778825452403	NA	NA	NA	NA	NA	1.4880659689516	-0.655624674086726	11.8568510321696	980.781966417142	4.14781069956873	7.08335384512612	2.8130075147534	-0.814355737960122	6.1773607971678
295	CDBN_055_IP09_3	-412.143502446986	12.9515850119334	NA	NA	1.07915540238875	NA	NA	1.93086798603463	NA	NA	-0.787354667442573	NA	2.15261183613474	157.075747221587	-0.6608997400129	0.930108776594528	3.36386517857304	-0.010499155585795	1.51906817961341
296	CDBN_054_23ST_27	0	0	0	0	0	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0
297	CDBN_053_UI320	-443.67952239049	18.720228728022	NA	-3.68607500126902	0.839861269839111	0.899888105059363	-0.0822997768873301	2.03329408608623	0.386844829481238	NA	-0.416386252997705	0.102296615561341	-0.487003342201753	-659.482799507617	-3.75360953309767	-6.54508429053204	14.4512228761384	0.422965604210299	-1.83971232886691
298	CDBN_052_Canario707	-782.988694530674	69.4083519438198	NA	NA	0.611534166203853	NA	NA	NA	NA	0.356086388680153	-0.105483758107131	-1.54608542713455	1.90924434140374	1344.24462763573	-0.663177719561497	9.59265720167023	-0.787990247738447	-0.109319172416123	11.4470795537137
299	CDBN_051_AC_Calmont	-1148.8776182091	111.479984950072	NA	NA	0.563405401922117	-1.20477641939209	0.449075342191366	-1.21194283763848	-0.0770902627495111	NA	0.0900672232262604	-1.76846727332916	1.64347798689104	-153.137401374839	-1.51401011516393	3.45468669727376	-3.22272810897783	-1.06737119786182	6.30822395392636
300	CDBN_050_Aurora	-822.670186930961	-232.961066069523	-0.825353855655577	-5.74749934255287	0.787582746869739	1.43841724217991	-0.17042366473231	0.149842342869396	0.120921506469549	-0.544985129454798	-0.966509295235326	-0.529564021941543	0.78571837341287	167.098478340989	1.00764064962177	3.85026236464888	-1.24114730557681	0.23958518410464	4.21986755120727
301	CDBN_049_UNS_117	-128.441444354507	-31.8012952114775	0.290899126445194	-0.885913494568674	0.399613837171618	2.23367267395311	-0.496865032764183	0.865524046819599	0.340311045115249	-0.522629913704596	0.0334907047646342	-0.0212643766801569	-0.931856567465304	1001.37068031838	-3.13370937210472	-0.0276469541210025	7.73701906333505	1.68931942908967	5.0423770050735
302	CDBN_048_ISB_5893	-581.598703849366	-10.6796065150743	NA	NA	0.25807965465647	2.29522358060794	-0.550924657808647	1.78805716236151	-0.077090262749512	NA	0.090067223226229	0.0726917224887679	-2.02206652236729	-122.154358756358	0.35011880947149	1.13772094142469	5.66943684124309	1.71161925795265	2.46124817605626
303	CDBN_047_ISB_565	-1017.3892519583	-190.040323916606	0.00853357497906483	-2.81662162813608	NA	1.07495880619553	-0.345297783818418	0.955860127103083	0.161459610037608	-0.553810334558592	NA	-1.71045458515285	-4.95776720812098	-467.222082128233	0.919109445948042	-3.00865987791275	-2.98278074208164	-0.661725009254687	-2.23002259517374
304	CDBN_046_ISB_5172	-920.199473682596	-22.8029512027593	NA	NA	0.594019412115143	NA	-0.61367489596602	0.763948050781123	0.85077992171199	NA	0.166113747002287	-0.241383811804219	-1.2115152629943	-316.181496347932	-0.0757034399538226	-1.67572459699778	2.628945153192	-0.0945440487472052	-0.0801049356404494
305	CDBN_045_ISB_486	-1163.86195875141	-209.320773618607	0.268553590743255	-3.60908519050485	NA	1.57495880619559	-0.345297783818419	1.99204681126141	0.161459610037605	-0.0538103345585912	NA	-1.72641292637454	-8.13178905157968	-716.456707441335	-3.3725443913891	-1.68098444698088	-0.735355010012711	-0.682260868531124	3.45915342237041
306	CDBN_044_ISB_2598	-883.240746770959	-165.71415734311	NA	NA	0.594019412115143	NA	0.386325104033978	3.26394805078113	-0.14922007828801	NA	0.333613747002287	-1.57471714513755	2.7259847370057	282.70050365207	0.704296560046154	3.23076984744686	-1.6091224163749	-0.608710715413862	4.8504700643596
307	CDBN_043_ISB_254_4	-846.149995417382	-198.193019952093	-0.882402993751827	-3.38607500128124	NA	0.504552629510845	NA	1.30264012139134	NA	NA	NA	-1.09102393639301	4.41183947640665	-34.1081882830016	0.798836146092088	1.66983689066531	-3.85143857389683	-0.230329522649749	1.85697708482137
308	CDBN_042_ISB_254_1	-778.244649866241	-191.980518007858	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.22445646894058	NA	982.537713683631	1.08527603210371	2.26874730923306	-4.57702739258762	-0.037049407219887	2.57438889716265
309	CDBN_041_ISB_23	-1256.46651110074	142.455402880653	0.117597006248261	-4.06387729582198	NA	0.45347950502384	NA	-2.92305892016126	NA	-0.807855094147228	NA	-1.77305034306971	-3.06088672280734	-1232.25044639489	-4.20843539347365	0.57597692214861	-3.33706257257746	-0.67077221205594	5.21474781326477
310	CDBN_040_ISB_2001	-384.762009319635	-17.249546362911	1.11759700624814	-4.08607500128301	NA	1.00455262951085	NA	0.302640121391362	NA	NA	NA	-0.273431827962227	11.4069366167413	508.988495686465	-2.35482797112645	-3.01646574570034	10.1381411000924	0.461225883050345	0.73476989900628
311	CDBN_039_ISB_1814	-1004.80633482791	-194.01243459543	NA	-4.38607500127497	0.783167762445941	1.14988810505936	0.449075342191368	0.302640121391417	-0.0770902627495113	NA	NA	-1.86553875781127	-2.25319009247518	-588.264185372322	-0.110439391269143	1.97818676846406	-1.05287228444256	-0.887023590350047	3.26033056346219
312	CDBN_038_ISB_1614	-1079.75602953164	-194.215910564345	-0.882402993751848	-4.38607500128389	NA	1.50455262951086	NA	0.302640121391343	NA	NA	NA	-1.84834791897881	-3.09149385692669	-291.548950725429	0.704000174645646	1.30108613841375	-5.03632758323974	-0.849562445616243	1.5120817060894
313	CDBN_037_ISB_1256	-757.701497426453	-188.999383689323	NA	NA	0.43198638062144	-1.20477641939209	0.449075342191362	1.78805716236151	-0.077090262749512	NA	1.09006722322623	-0.768467273329159	7.32194152065074	589.154853824428	-0.307780752476247	3.5323282437076	-2.01760912569795	-0.909362318073887	5.32507392475545
314	CDBN_036_ISB_1252	-780.78446002974	-190.917527254677	NA	NA	0.243520589595634	NA	NA	1.78805716236152	NA	NA	1.09006722322624	-0.756977451823429	5.38586699425277	276.348582323806	-0.442543884454938	3.36049657703956	-1.12168997689259	-0.87451049102718	5.55883333083456
315	CDBN_035_ISB_1145	-436.95288943333	-22.4230372721983	NA	-1.47106127681664	0.366300706664792	NA	-0.613674895966023	2.21394805078111	0.850779921711984	NA	-0.59116770601548	0.170253271238337	-1.90411443120207	342.87094477873	-0.176442055451958	-0.312028596593705	3.6238827577358	0.959171700041185	1.42652205557356
316	CDBN_034_IS_4924_B	-750.109454202375	-173.147573593579	-0.882402993751954	NA	NA	NA	NA	NA	NA	NA	NA	-0.805459767764964	NA	861.581851762909	-1.79484478071788	1.60231065753157	-3.45102103331329	-0.181123081578749	4.47452085411881
317	CDBN_033_IS_4923_B	-791.297288738537	-209.70071810874	-0.882402993751954	NA	NA	NA	NA	NA	NA	NA	NA	-0.138793101098297	NA	1383.58185176291	0.66669368082057	3.80105708730002	-5.90102103331328	0.397448346992678	4.38361176320975
318	CDBN_032_IS_4914_B	-497.409288738535	21.1109588853466	-0.882402993751954	NA	NA	NA	NA	NA	NA	NA	NA	-0.472126434431631	NA	193.331851762916	0.128232142359029	0.729628515871511	5.99897896668675	0.597448346992674	1.83815721775522
319	CDBN_031_IS_4907_Ba	-1083.99043791997	127.053372098848	-0.882402993751954	NA	NA	NA	NA	NA	NA	NA	NA	-1.80545976776496	NA	-663.668148237082	-1.38990684898662	1.84419956752397	-3.72602103331328	-0.593906975004167	3.67136504665206
320	CDBN_030_IS_4905_B	-829.377288738538	-183.398660827165	-0.882402993751954	NA	NA	NA	NA	NA	NA	NA	NA	-0.138793101098292	NA	1089.58185176292	0.589770603897492	2.94391423015717	-1.95102103331327	0.618876918421245	3.47452085411885
321	CDBN_028_H9673_87	-763.7432143739	-182.539862592165	NA	NA	0.568751320430973	NA	0.386325104033981	1.06394805078112	-0.149220078288009	-0.643913611319851	0.0715523926433615	-0.634241612398082	6.75082613940626	-243.923957199157	1.64349005637465	-0.0787664204319575	-0.642633333665573	-0.829950150330988	-0.00952754413203115
322	CDBN_027_H9659_41_3	-1026.9164409418	52.0313207270651	NA	NA	0.594019412115143	NA	0.386325104033978	0.713948050781124	-0.14922007828801	NA	-0.0613862529977132	-0.574717145137554	6.47598473700567	-470.00149634793	0.904902620652245	1.84187540300235	-3.32069748889605	-0.426627382080529	2.73337839769288
323	CDBN_026_Frigate	-493.469010467941	-182.670451455226	NA	NA	0.496564056000727	NA	0.386325104033981	NA	-0.149220078288009	NA	0.482281389524015	-0.647254354539836	12.2844245708869	922.308894784492	-1.00740399582313	3.15317744852217	-0.396468792798464	-0.472209960312013	6.23338513431135
324	CDBN_025_Flamingo	-325.449281026309	-6.93860201373348	NA	-0.885913494615448	0.867299801161765	NA	-0.122424056692232	1.86552404681973	0.516481091346645	-0.540517076199882	NA	-0.449613572342173	-0.0638777306561301	-215.390503340975	-4.96573372107262	-6.1730983419853	12.6245867064339	0.768558632687332	-0.679809965598435
325	CDBN_024_Elizabeth	-447.988719809466	10.1134721426448	NA	NA	0.584172910834119	1.29522358060793	-0.550924657808647	1.78805716236151	0.922909737250485	NA	-0.40993277677377	0.0726917224887709	-0.679627685476637	-455.01656445675	-2.00531810081466	-4.3740481101563	9.36237542740657	0.843743205670309	-1.18156662957923
326	CDBN_023_CU_M90	-571.372498241788	-189.402414939125	-0.185184927522607	-3.39360399360175	NA	0.272963876627302	NA	-1.23807906035271	NA	0.192144905852774	NA	-0.740640918374451	4.25719548478002	770.876948897104	4.98976510080855	4.12366426422835	-2.32163483985659	-0.615379460644461	0.836418385390412
327	CDBN_022_Cran34	-1093.10454836607	89.9410072618507	NA	-4.06387729584123	NA	NA	NA	-1.42305892016126	NA	NA	NA	NA	-11.0608867228073	-592.247026297702	-2.89627606893802	-2.99212034915741	-0.564278305069221	-0.509231910738411	1.98896916585263
328	CDBN_021_CPC_00250	-793.197521263892	-4.99260473368854	NA	NA	0.843715728558668	NA	-0.61367489596602	NA	0.85077992171199	NA	0.666113747002291	-1.70037503487863	-1.1490152629943	222.24050365207	1.21975110550072	5.40617622073224	-0.833780057261671	-0.718548454199149	7.34667423102616
329	CDBN_020_CPC_00247	-1202.59074636205	141.439611123173	NA	NA	0.890403340345393	NA	NA	NA	NA	NA	0.200427494462147	-1.703897933617	-4.18864067511904	-923.674622640754	-5.54757000218673	-3.57979525068751	3.9808487909132	-1.34819982065738	3.34737607838622
330	CDBN_019_CPC_00153	-1035.86253394258	5.6945743996899	NA	NA	0.759089904862344	NA	-0.613674895966023	NA	0.850779921711984	0.356086388680162	0.354498883551682	-1.60371605325907	-3.3190208806036	-262.248770620308	-0.54316475578016	6.22012788072179	-4.22089856218689	-0.570557202030626	8.94263502063964
331	CDBN_017_CO_64342	-205.017101043376	-20.3519615695854	NA	NA	0.344019412115143	NA	-0.61367489596602	2.81394805078113	0.85077992171199	NA	0.103613747002291	0.258616188195783	-2.2740152629943	337.42250365207	1.06617238258531	-0.106655152553308	10.0914862765169	1.07337261791946	1.20266589769291
332	CDBN_016_98_209G	-157.893978378546	-16.1325768705064	NA	NA	0.713515468712104	NA	-0.613674895966021	-0.236051949218881	0.850779921711988	-0.64391361131985	-0.0850054919386399	-0.0290271651118334	-5.80003244492678	143.867801276628	-1.28203632602338	-2.16100659528658	8.05126442141275	1.00818985353203	1.05780561597756
333	CDBN_015_98_163G	-396.978288581617	-15.9307945041945	NA	NA	0.510382395225335	NA	0.386325104033978	1.06394805078112	-0.14922007828801	NA	-0.14638625299771	-0.241383811804219	3.2884847370057	422.447503652069	-1.4214610157114	1.02700040300234	5.74111113640037	0.263832498181802	4.20814923102625
334	CDBN_014_97_409P	-270.31334891863	23.2001198041471	NA	NA	0.993520589595634	NA	NA	1.78805716236152	NA	NA	0.590067223226243	-0.156977451823429	-3.47127586289008	-485.984751009533	-2.59639003830108	-5.06807485153182	11.8783100231074	0.208822842306147	-0.857833335832139
335	CDBN_013_94_1009P	-188.86446002974	18.4942374512059	NA	NA	0.493520589595634	NA	NA	1.78805716236152	NA	NA	-0.409932776773757	0.0430225481765712	-3.18556157717579	206.015248990465	-1.51946696137801	-2.21093199438895	7.21164335644073	0.708822842306144	0.975499997501212
336	CDBN_012_93_219P	-344.858472945062	4.77448094227315	NA	NA	0.646713584587925	NA	0.386325104033978	-0.236051949218876	-0.14922007828801	NA	0.348828312016741	0.00165977714351794	-1.07308743168887	-434.030048372221	-3.99421880089155	-5.00035663136206	9.65649921207881	0.614123500260321	0.410423377682125
337	CDBN_011_93_208G	-329.635983224671	-18.2044213886191	NA	NA	0.313515444039888	NA	0.386325104033981	2.06394805078112	-0.149220078288009	-0.64391361131985	-0.314343909566666	-0.17796601309746	5.01926938394182	204.931044422344	-1.67305309002894	-0.185557136569091	7.15321371702486	0.523981725881603	3.20638625807477
338	CDBN_010_93_207G	-312.81988484409	-10.2197282998241	NA	NA	0.628661319869464	NA	0.386325104033981	1.67600260657132	-0.149220078288009	NA	-0.474104518541913	-0.0908366360798982	-1.12295449300398	132.177206861313	-2.5800627726479	0.413149572248172	5.0254949390993	0.47062771187912	4.5499794455596
339	CDBN_009_88_409	-554.898105115146	-212.306417788986	NA	-3.68607500128989	NA	1.00455262951084	NA	0.302640121391373	NA	NA	NA	-0.852371249062029	-1.48816052359324	884.842022565566	-1.61781589813697	-1.11221260330655	1.71682032673569	1.07439233607332	1.67765456674221
340	CDBN_008_87_1116	-486.764348035422	-54.0216203252479	NA	NA	NA	1.43963054329394	NA	NA	NA	0.192144905852774	NA	-0.407307585041142	NA	570.310722304563	-0.595099183467585	-2.37751914006415	4.28965073831123	1.08145287331523	-1.08651198976856
341	CDBN_007_88728	-817.945005413177	8.79254838864731	NA	NA	NA	0.703479505023811	NA	NA	NA	0.192144905852774	NA	-1.0739742517078	NA	184.310722304551	3.75399096467883	4.30200892961176	-4.15034926168884	0.090248985813824	1.67788675478819
342	CDBN_006_55012	-550.778229926613	-59.3990245716112	NA	NA	NA	2.43963054329394	NA	NA	NA	-0.807855094147227	NA	-0.407307585041132	NA	-306.939277695438	-3.6450787278759	-6.87751914006412	6.12965073831123	-0.118547126684768	-1.39420429746084
343	CDBN_005_54028	-386.592849813841	-32.08259643887	1.40368728422655	0.483701326769379	NA	2.07495880619557	-0.345297783818418	1.86173028587204	0.161459610037608	-0.30381033455859	NA	-0.240087054495996	5.2205827456848	513.251503599857	-1.38625869663871	3.17016998580834	3.37489739141307	0.61513135122803	5.82375896906106
344	CDBN_004_5501	-323.749883366556	-60.1121522814702	1.11481507247734	-1.04360399362392	NA	NA	NA	0.786920939647301	NA	NA	NA	NA	-0.286595389369592	506.552973702298	-4.32800689753256	-2.84335572476028	5.13572169493079	0.373528201204782	3.1190654448063
345	CDBN_003_5229	-299.212661529182	-71.7154898844813	1.00160924040811	-0.393603994083649	NA	2.72292957995118	NA	1.68205736024121	NA	NA	NA	-0.211359419156179	1.32202555534567	146.740874858592	-2.11451707351239	-0.553912508441523	2.52851291420276	0.940852539653328	2.5947095010783
346	CDBN_002_2242	-1210.96515898399	91.6113692435931	NA	-4.08607500130077	NA	1.00455262951086	NA	2.30264012139134	NA	NA	NA	-1.85237124906203	-12.5581605235933	283.144242367117	-5.59801423807813	-1.5894534626019	-2.71525059442506	-1.29161047082495	5.26699632363458
347	CDBN_001_1543	-1012.4517172884	-208.855047433929	-0.691296226852635	-4.60908519047486	NA	3.42698803243988	-0.345297783818421	-1.53613409162066	0.161459610037604	-0.303810334558591	NA	-0.827345188394749	5.59701198102224	1541.17970525562	6.89589161209303	8.72619183516049	-13.175819580021	-0.255940716333706	3.56012152348883
