Taxa	BM	CB	Det_scr	Earliest_Year_CDBN	GHmode	CT	DF	DM	HB	PH	RU	SA	SF
CDBN_210_Santa_Fe	340.924615114238	0.156981582403227	2	2008	2	NA	0.139418399519255	-1.28694245441677	NA	3.07452921546579	-1.8838435650813	0.138621896069606	-1.60325015305551
CDBN_085_USPT_9_18	467.908789448632	NA	2	2010	2	NA	-1.15901560516456	1.94453982741464	NA	3.70603128987547	NA	-0.0494924759055415	1.39722874747378
CDBN_228_Zorro	573.205122787829	-0.42677608874087	2	2008	2	NA	3.87811595626104	3.66977574457273	NA	5.08682044341059	-0.711574046423384	0.0910219286191392	-0.303230660561343
CDBN_184_CO_33875	-4.75578495934893	0.396789488648845	2	2009	3	NA	0.0954785012222771	-1.97465813863612	NA	2.23604296074169	-0.131376823491315	0.0025069330777561	-1.61857380151425
CDBN_254_Croissant	4.25488383119555	-0.108103441054257	2	2008	2	NA	1.04367455988987	-0.121346912739082	NA	2.706871735449	-1.27335350278907	-0.0200214597738857	-1.71530612624566
CDBN_215_Shania	585.756126558852	-0.589144347755167	2	2007	2	NA	4.62555145142294	4.72073738033352	NA	7.30892563410063	-2.50410764826298	0.0446807787821178	-0.288587071863973
CDBN_168_Blush	-432.451914889736	0.0564393004104041	1	2008	1	0.0352517891652371	-0.392514455097548	2.55731425204784	NA	-0.550851139693631	-0.896192155778546	0.106523690453077	3.11621176740046
CDBN_163_Capri	-858.71737457347	NA	1	2006	1	NA	-2.79810152111625	-0.312311870242107	NA	-1.72237656350336	0.628847168189371	-0.0178487885897755	1.50545728103649
CDBN_096_Hungerford	-232.131146474265	NA	2	2005	3	NA	-1.23166875449219	-0.654912513009978	NA	-2.61201760463504	-0.949095636786991	-0.0367927131880271	0.557802417287356
CDBN_056_Jet_Black	521.621579848694	NA	2	2006	2	NA	4.68807743098759	6.41297240524827	NA	6.90443819129076	NA	-0.0379461547980812	2.4236908369686
CDBN_272_Kimberly	258.080208542537	NA	2	2007	3	NA	0.228814249438829	-0.0542015521191712	NA	-0.660648421630288	1.41476233797213	-0.0324082531307576	-0.853199128853172
CDBN_198_Merlot	151.913774638561	NA	2	2003	2	NA	2.39519124864591	0.871729911333241	NA	5.4086804380966	NA	0.0529901013595481	-1.15250263052496
CDBN_200_N05324	733.656108790008	NA	2	2008	2	NA	3.46827500410827	3.11040807950149	NA	7.21212216239546	NA	0.0673181634999224	-0.415913635297815
CDBN_189_OAC_Lyrik	-1187.68034032839	NA	1	2008	1	NA	-3.02477578743678	-3.54001449195078	NA	-6.1336088475569	NA	0.0493320032361896	0.0879151725030202
CDBN_206_Quincy	317.632323552475	NA	2	2008	2	NA	-2.42527322542861	-5.44705555882767	NA	-0.569920079387352	NA	-0.0899709112654347	-3.18380131164348
CDBN_211_Sawtooth	226.371226026603	NA	2	2005	3	NA	0.116343514780101	2.54279216847281	NA	0.3243041835402	-1.87275088225323	-0.0189300012757214	1.45846426211367
CDBN_216_Shoshone	89.0317965451661	NA	2	2005	3	NA	-0.817980043589405	-3.27946852573764	NA	-1.35160147442912	0.6577464931094	-0.013409512297172	-1.40374694295922
CDBN_091_1062_V98	-158.592850857653	NA	1	2006	1	NA	-2.77024261679173	-2.26234844705907	NA	-1.11610813296394	0.648878102816894	0.0896566442954074	2.0721266888247
CDBN_244_Bandit	504.513894959457	NA	2	2006	2	NA	2.95997012196096	3.12351987313064	NA	4.91605464406216	-1.32772996439318	0.00532678087376224	0.240119851335679
CDBN_035_ISB_1145	191.337349965967	0.217828784223788	2	2001	3	NA	0.342787462251829	-0.872076721539668	NA	-3.78738285202424	1.77596348000505	-0.130991605630461	-1.12103895383091
CDBN_178_Seahawk	477.695291930737	NA	2	2002	2	0.0601636580832675	0.154871654720821	1.77756115329649	NA	1.57336509278311	-0.485606915160022	0.0386163574240743	1.82467812123408
CDBN_139_USPK_7_4	-268.463989924058	NA	2	2007	2	NA	-0.978134063987591	-3.89399247233424	NA	1.78634788267239	1.7843896442636	0.0487242133205548	-2.80388652463855
CDBN_353_USPT_7_8	11.8034927033378	NA	2	2007	2	NA	0.964004730021058	-1.28480354076965	NA	3.20797482247809	-0.433194503842405	-0.101401811509872	-1.60507151669479
CDBN_320_115M	1422.74350378185	NA	2	2003	2	NA	4.31342979054802	4.08135305243917	NA	6.23328078411396	NA	0.0468215285251419	0.537794823596431
CDBN_252_Condor	257.857612749381	NA	2	2004	2	NA	3.35618590961129	1.37040313711541	NA	3.32296483064862	NA	0.0675938977729213	-1.34846711282987
CDBN_304_Matterhorn	68.3710542254145	0.0727180245992637	2	1998	2	0.0117376559189487	0.223310270519972	-2.92206523123076	NA	3.17772283077323	-1.06571807590398	0.0814811361337642	-2.57805598085791
CDBN_204_OAC_Rex	564.309133234003	NA	2	2004	2	NA	0.984668848452218	4.22726920352613	NA	3.23850579924365	NA	0.00378217929047742	2.80205907017261
CDBN_212_Seabiskit	691.810657617726	NA	2	2005	2	NA	1.16415863990895	1.69479747549477	NA	1.59065873559799	NA	0.00841666315360213	1.6287880541179
CDBN_213_Sedona	142.987051567012	NA	2	2005	2	NA	0.935912586421083	-1.87973638465262	NA	4.69296156590096	NA	0.123599780848264	-3.94913925408123
CDBN_225_USRM_20	477.915516824422	NA	2	2004	3	NA	1.32812904480836	-1.39417277812496	NA	-1.97964229092207	NA	-0.0952280060336669	-2.17311295756111
CDBN_092_1132_V96	-740.290831913362	NA	1	2004	1	NA	-1.40580420400362	1.64640459396952	NA	-3.15239517448971	NA	0.010441624749363	2.0478066974289
CDBN_181_CO_11113	71.6609254489045	NA	2	2005	2	NA	3.02464874936436	-0.949967517722909	NA	2.83206672786706	NA	0.115055467634581	-2.538108575646
CDBN_183_CO_27864	826.68146553275	NA	2	2005	2	NA	2.73835996458609	1.59368111284689	NA	4.69230897894559	NA	-0.00693605055995124	-0.293142121550156
CDBN_019_CPC_00153	-426.804064433794	NA	1	2003	1	0.20083172898434	0.105123116550465	5.66037256153691	NA	-4.54193008980593	NA	0.0784716934146562	5.62865758006973
CDBN_020_CPC_00247	-897.211725690305	NA	1	2004	1	NA	-4.29772856060037	-3.43606621550298	NA	-4.42546067574452	NA	0.0680194248296893	0.814225213649457
CDBN_302_Desert_Rose	-78.6948955437837	NA	2	2005	3	NA	-1.52389891560273	-3.03857838339669	NA	-0.658275673038027	NA	0.0486633530078865	-1.75744950848689
CDBN_078_Mogul	-921.612187324674	NA	1	2005	1	NA	-2.42325058470866	1.68436954787418	NA	-2.99774025722714	NA	0.00912654587931908	3.77172669996183
CDBN_165_Redhawk	-695.038530205353	-0.0958864857565697	1	1998	1	0.0369001658993656	-2.58310944853019	-1.20370160598656	NA	-2.88796011378821	-1.78182674203733	-0.0423528261302218	1.71995790096301
CDBN_158_SilverCloud	-523.462801659413	NA	1	2005	1	NA	-1.11105374721024	2.97608692266239	NA	-1.44891500200278	NA	0.035642619291463	4.24916104414601
CDBN_094_UCD_9830	-312.752432442861	NA	1	2002	1	NA	-0.0476479458598415	6.52044193808487	NA	-1.37670962492319	NA	-0.00795774094104062	4.56029730677724
CDBN_082_UIP7_24P_1P	226.75336711755	NA	2	2005	3	NA	-0.179356050875236	0.422221747505706	NA	-0.327891659824872	NA	-0.0137561863049722	-0.0647716847758153
CDBN_223_USPT_ANT_1	152.134005555445	NA	2	2005	3	NA	2.89494267362345	3.18112892357051	NA	2.77488327181228	NA	-0.0529718766697988	-0.371818240305793
CDBN_245_Bighorn	231.008655697818	NA	2	2004	3	NA	-0.881860742573231	2.63985668460728	NA	0.713659482463326	NA	-0.0649425558398447	2.23949195721448
CDBN_324_NW63	324.506653683379	-0.0958650302592558	2	1989	3	-0.165507988305128	-2.60768724029958	-0.44535113890013	0.491853855650457	-2.38552313223495	3.95288793542146	-0.12276131910383	1.68962702634599
CDBN_224_USPT_CBB_1	30.260082776898	NA	2	2002	3	-0.120613097031229	-2.02587596090532	-4.63627397659765	NA	-0.832108935703295	NA	-0.0190561985743854	-2.6558403514006
CDBN_087_USWA_70	-120.049241265911	-0.0544983893807229	1	1998	1	NA	-1.08364518664662	4.43611543854283	NA	0.407422153023318	-1.9449283002047	0.0617168872266628	5.13966474820234
CDBN_275_Burke	-191.816451404603	0.26028127587667	2	1997	3	NA	-1.46507847411929	-2.59270132768909	0.406316048629694	6.76565796257337	1.21218145736806	-0.0454666712368346	-0.72531092022831
CDBN_170_Cardinal	-1132.33269055979	-0.303180808236924	1	1992	1	0.0351693300164356	-3.14240186627676	-0.647935913940835	-0.268012214784638	-4.3695767227508	-1.55740481352081	0.0302798678992275	2.08458176314695
CDBN_121_Comet	-105.427798411989	NA	2	2003	2	NA	1.43519856990028	1.55270348036791	NA	-0.0898443886891422	NA	-0.0506308675585804	0.454810171136391
CDBN_026_Frigate	623.254806650128	NA	2	2001	2	NA	-0.359329694465368	2.50356462605578	NA	7.25788050587957	NA	-0.0343799529170417	2.94748792852691
CDBN_196_LeBaron	-718.883652758515	0.203740159372994	2	1998	2	-0.0622757256806365	-3.40477575916405	-8.63842659458803	0.0807433180645528	-5.21114023169786	4.56936269447461	-0.0193508576833088	-4.71170987184004
CDBN_208_Roza	150.089692597212	NA	2	2003	3	NA	1.16892298466217	-1.18189313204911	NA	1.90731645622654	NA	-0.0683552000748389	0.954266534641977
CDBN_234_UC_BTS_96114	799.483282644365	NA	2	2003	2	NA	3.60814464145908	4.29961295915407	NA	3.43796309512092	NA	0.0201554336899911	0.300003225050503
CDBN_316_UI911	476.639760679228	-0.153287728306819	2	1994	2	0.0704986922765967	0.64521537830368	0.493479954403381	-0.215888767763621	0.262389099231901	-1.15651326525456	-0.0159734762952451	0.705853598698418
CDBN_084_USPT_7_3	-159.980958185392	0.253722564144527	2	1998	3	-0.0768878246567175	-1.50630790905647	-3.53250132266592	NA	0.789644564585952	NA	-0.13032772244868	-1.71722980954888
CDBN_011_93_208G	46.2788320261759	0.482291693335458	2	2001	3	-0.070639277154671	-1.01854146874349	-0.540058790221874	NA	2.10141448110516	NA	-0.0426818337659702	0.318392213058278
CDBN_016_98_209G	120.516090338636	-0.177581077704435	2	2001	3	-0.0388778342688129	-0.565126713933566	-2.31998651887672	NA	-5.73860522764644	NA	-0.00738564023797997	-1.34733530306174
CDBN_089_Claret	-179.41265957027	-0.131651278768523	2	2000	2	-0.00584354858992468	-1.24866543445133	-4.31945690208794	NA	-2.3072826033884	-1.98788720939198	0.0693945190552937	-3.46857906654283
CDBN_123_Fiero	-388.252146661986	-0.191496170566721	1	1997	1	0.0118153040124353	-1.55813380265294	3.83733548000496	NA	-4.82013423328811	-1.06920352613577	-0.00308307001007264	5.15355118896204
CDBN_263_Grand_Mesa	216.174152544159	0.410732358650495	2	2002	3	-0.103140104483082	0.397047395166181	-1.62118721145465	NA	0.439210085207959	NA	-0.01601193252176	-1.96529462664592
CDBN_126_H9659_23_1	-484.482641838138	-0.15869710257296	2	2001	2	0.0481121711470664	0.728585766169547	0.804972668975086	NA	1.01910520129059	NA	0.0886239397545735	0.25112677807942
CDBN_127_H9659_37_2	-784.85437488249	-0.098256409615463	2	2001	2	0.0998230101855802	-0.573143158926154	0.637110495853071	NA	0.000884818401547109	NA	0.0627680151152853	1.12995823737473
CDBN_028_H9673_87	-67.3056006804185	-0.328722248541792	2	2001	2	-0.055954699900945	2.28986072727236	0.0529284428082141	NA	4.29445206568621	NA	-0.0246750273525311	-1.83742455521492
CDBN_129_L95F025	519.358025926368	NA	2	2002	2	-0.0137662484969161	1.523302042141	2.47613033477764	NA	2.17578946784901	NA	0.0248740117755869	-0.177760425205133
CDBN_079_Nichols	-677.022791233735	0.188259295542796	1	2001	1	0.143672156052082	-0.604797312033716	2.88627708330821	NA	-1.7702142659202	NA	-0.0404566521511439	3.47966068052955
CDBN_010_93_207G	48.5094999035399	0.277786711040074	2	2000	3	-0.0619532962935659	-1.84956304756519	0.14926265815429	NA	-1.32433901935595	-1.99197716915377	0.0257315644430576	1.62867388775358
CDBN_012_93_219P	-81.0731783387471	0.0461543331469993	2	2001	3	NA	-2.8005546413056	-4.31006062281899	NA	-0.225969997899047	NA	-0.0031800225866891	-1.30437402572438
CDBN_015_98_163G	181.777221740916	0.32694793617415	2	2001	2	NA	-0.849197935684387	0.374173459836922	NA	0.690613749065893	NA	-0.00650276273546643	0.78052903855522
CDBN_277_AC_Mast	324.234030085695	-0.370684064968755	2	2000	2	0.0413957350912278	-0.266651505486218	3.64900794007498	NA	3.52594973481636	-0.605009625403763	-0.00742277062222716	3.99888258262372
CDBN_116_AC_Trident	206.307715439007	-0.258664935544992	2	2000	2	-0.00964931721563346	1.18535842238852	2.92862726987906	NA	5.04372811526	NA	-0.0731312423173261	1.91163266115654
CDBN_298_BillZ	307.221595835049	0.327482934895089	2	1985	3	-0.13581546903014	-1.09822356832682	-2.26414975190573	0.402928292452232	1.05596963534068	-0.247966069321735	0.0201462478849181	-1.63480273118695
CDBN_299_Buster	450.388123741738	0.587755721804146	2	1999	3	0.00423601872292929	-0.33534145785279	-3.06725524583692	NA	2.28837797794572	-2.49354699968451	0.103915460610094	-2.71660113729344
CDBN_249_CDC_Pinnacle	-210.657859999812	0.506947400369783	2	2000	3	-0.0709995399848911	-2.89151014416696	-6.13695136435674	NA	-0.151824520060443	2.53822711810297	-0.0712874948944315	-3.25922039016516
CDBN_250_CDC_Pintium	-558.601933572092	0.0635808844498613	1	2001	1	NA	-4.54004972022815	-7.88883726203635	NA	-1.86223071835823	NA	-0.126692219216255	-2.82504191624411
CDBN_251_CDC_Rosalee	-8.87109470856805	-0.374640595924215	2	2001	2	NA	-3.23282016323249	-5.34175389673123	NA	-1.91446463328807	NA	0.0327444301791903	-1.91769979083107
CDBN_017_CO_64342	152.6195829664	0.247486553510563	2	2001	3	NA	1.13820752648716	-0.62996688493379	NA	-2.66313891708943	NA	-0.111281709962858	-1.21286622789125
CDBN_021_CPC_00250	-191.884044497463	NA	1	2001	1	NA	1.34054447867145	4.56424270478811	NA	-3.4300957324844	NA	0.0707830442205822	4.01193743358651
CDBN_125_H9659_21_1	-360.147864633593	0.0933587225918176	2	2001	2	NA	2.08472511651753	3.15576336898892	NA	2.47050755886906	NA	0.0481822908855211	1.82824628666642
CDBN_027_H9659_41_3	-551.232171601085	-0.0476923209166922	2	2001	2	NA	1.12748052691779	1.6745197523421	NA	1.35435391251394	NA	0.0483351567941448	1.19224521705165
CDBN_164_Hooter	-579.526252906867	-0.16176317375565	1	2001	1	NA	-2.17911275908797	1.7196353148808	NA	-4.68085433667794	NA	0.0317422361465767	2.46662933109195
CDBN_044_ISB_2598	149.700600833708	0.256655329998918	1	2001	1	NA	1.38954252376185	2.63032605711721	NA	0.0102195336328307	NA	0.00288400494601631	1.2019683570043
CDBN_046_ISB_5172	22.8692054014628	-0.14649429307538	2	2001	2	NA	0.71609634750195	-1.3884937123147	NA	-1.15240064576334	NA	-0.0310934562200927	-1.75293051641236
CDBN_285_Montcalm	-801.433635129086	-0.228765675854708	1	1987	1	0.122529093143577	-1.76569724084582	2.036561019374	-0.334388942078228	-3.84832079732628	-1.64004864274752	0.0547902016337763	3.52324044989807
CDBN_219_UI111	37.7234785738016	0.318244025993292	2	1982	3	NA	-0.784804284024625	-3.08969860215038	0.00393757346600898	-2.40315062765509	NA	-0.062608351800165	-1.47913054698988
CDBN_311_UI114	132.027718876122	0.0149271032441416	2	1981	3	-0.196183169860456	-1.68533467835963	-2.64955140654053	0.313095220168833	0.903748885075179	4.20245054255557	-0.121375297694635	-1.08681135718701
CDBN_053_UI320	-363.580453194035	0.613062682327241	2	1998	3	NA	-2.94701954793607	-6.29043670370074	NA	-0.619657537566757	1.27249782673764	0.0382580114557429	-3.6097684653582
CDBN_065_UI465	23.7801602204634	0.350440012810853	2	1997	3	NA	-0.688471362962116	-0.412956277402948	NA	-0.798372990838971	-1.11745140258593	0.0482373180796896	0.152194305926236
CDBN_314_UI59	-330.373956518955	0.109018219434528	2	1981	3	0.0232122936590239	1.08332988449945	-1.63533302523058	0.069645016432662	-3.64868622179067	3.83596272500673	0.0258257237322779	-3.0102023935406
CDBN_317_US1140	-129.743557127196	-0.297599511400627	2	1983	3	NA	-3.27934458669745	-5.88551297325032	0.269829795635967	-3.90501524013343	1.90211417914691	0.0148956403447466	-2.50599942756181
CDBN_013_94_1009P	237.018895037694	0.169846583375004	2	2000	3	-0.0451555579652148	-0.723816433956289	-2.21305461244187	NA	-2.11683843985911	-1.96913181789414	-0.0537447016410774	-1.14192999246157
CDBN_014_97_409P	-34.9229781960821	0.390776402112107	2	2000	3	-0.037039717781553	-1.65862460340575	-4.6136324965575	NA	-2.25461991547957	-1.74582743528307	-0.00641395375597562	-2.49230642255957
CDBN_051_AC_Calmont	-245.152258250535	-0.164225748154482	1	1998	1	0.0527103713967366	-0.760389989699826	2.94577550316193	NA	-0.0446170294717861	-1.08972198821408	-0.0180744868817711	3.82894283580728
CDBN_293_AC_Compass	-240.385840113656	-0.372588201979577	2	1998	2	-0.0180400654452291	-0.763441036887824	-0.892152795592025	NA	2.61066430480072	-1.56246403477251	0.0365761415955938	0.0244894490425565
CDBN_242_AC_Pintoba	-109.749345168441	0.363188998964418	2	1998	3	-0.0199565824761853	0.405487822892497	-0.364639919166677	NA	3.42309743011379	2.4025276614742	0.0587300514231084	-0.396320079454889
CDBN_239_Arthur	443.661347062427	-0.0655591127132068	2	1999	2	0.0600006348270059	4.07828515592802	1.85012023733106	NA	7.27393215554736	-1.71961486804904	0.0372636975203222	-1.32508092239178
CDBN_159_Beluga	-418.763021674419	0.131247519695086	1	1998	1	0.0759719264964892	-1.82839023932521	1.84927590570446	NA	1.0512509777977	-0.90757772661202	0.0666315159359987	3.69274237025845
CDBN_247_CDC_Crocus	-348.27963114926	0.159381035073227	2	2000	3	-0.0445025855956813	-4.04485777059425	-6.70360468719128	NA	-4.44236564565369	3.07301716246924	0.0164452776880177	-2.47121578662594
CDBN_278_Chinook2000	-375.39243142317	0.0809581330839235	1	1998	1	0.106964667461017	-3.35989595000024	1.62815423236222	NA	-0.367628857992571	-0.742017811559734	0.066387925178473	4.95756166165339
CDBN_024_Elizabeth	-113.307651969118	0.407355500407551	2	1999	3	-0.0475635131880979	-1.22062642861962	-4.36043548783626	NA	0.239534495233943	-2.27705838896774	-0.0210545969285118	-3.07849332446818
CDBN_268_ICB_10	-107.958585842405	-1.1152577572662	2	2000	2	-0.0111155274019042	2.60043884986	-0.198672832681196	NA	0.052706689570646	-2.77393915038941	0.0644236468254543	-2.37095576175929
